CustomerID,Recency,Frequency,Monetary,Segment
12604,79,2,236.18,2
12607,60,1,1579.51,0
12609,78,3,964.85,0
12610,23,4,1747.54,0
12611,52,1,1193.32,0
12612,74,1,668.0400000000001,2
12613,57,4,3092.38,0
12614,278,1,315.6,2
12615,2,4,2093.19,1
12616,95,2,641.3,2
12617,29,1,355.53,3
12618,22,1,137.31,3
12619,16,8,2945.56,1
12620,15,3,1303.41,0
12621,2,20,12411.67,1
12622,232,1,162.1,2
12623,276,1,269.1,2
12624,106,2,569.13,2
12625,212,2,2413.82,0
12626,23,9,5954.48,1
12627,11,6,4082.53,1
12628,4,3,732.46,3
12630,10,2,1030.88,3
12631,57,1,480.5,2
12633,59,4,1929.98,0
12635,90,2,1509.18,0
12637,67,8,5823.9,0
12638,33,1,511.69,3
12639,239,1,366.1,2
12640,24,3,994.58,0
12641,115,1,145.9,2
12642,25,3,905.26,0
12643,128,5,2206.44,0
12644,130,1,477.91,2
12645,34,4,1631.18,0
12646,5,2,1346.97,3
12647,22,12,3146.82,1
12648,155,1,300.05,2
12649,107,3,569.51,0
12650,3,1,242.44000000000003,3
12651,335,1,114.0,2
12652,331,1,793.98,2
12653,149,2,2209.85,0
12654,11,5,529.98,3
12656,17,5,3619.17,1
12657,11,4,1427.18,0
12658,19,1,632.05,3
12659,30,1,73.68,2
12660,11,1,227.1,3
12662,1,11,3543.78,1
12664,8,9,4391.88,1
12665,325,1,45.0,2
12667,58,1,460.13,2
12668,12,4,3177.15,0
12669,151,2,1427.73,0
12670,10,5,2744.05,1
12672,330,1,225.89999999999998,2
12673,5,2,574.52,3
12674,39,4,1844.6,0
12676,25,6,1091.39,0
12678,42,9,14698.98,1
12679,59,4,951.02,0
12680,1,4,790.81,3
12681,15,22,12365.54,1
12682,4,31,11028.22,1
12683,4,14,7612.57,1
12684,8,6,2073.63,1
12685,28,6,2575.08,0
12686,372,1,71.14,2
12688,114,1,4582.86,0
12689,26,2,1139.61,0
12690,206,1,335.01,2
12691,28,5,927.8,0
12693,127,4,711.91,0
12694,70,2,761.67,0
12695,7,4,582.1,3
12697,29,3,757.59,0
12700,8,4,4525.99,1
12701,80,2,725.71,0
12702,20,1,201.0,3
12703,71,1,265.55,2
12704,7,8,1740.84,1
12705,15,8,6382.29,1
12707,292,1,603.42,2
12708,30,10,2442.91,1
12709,15,15,9430.52,1
12710,97,3,1023.02,0
12712,29,13,3928.13,1
12713,1,1,794.55,3
12714,9,5,4294.86,1
12715,106,1,273.86,2
12716,4,2,963.49,3
12717,151,2,791.03,2
12718,71,1,202.25,2
12719,5,2,572.95,3
12720,3,25,5115.7300000000005,1
12721,32,6,2386.13,0
12722,85,4,979.63,0
12723,4,5,707.07,3
12724,5,4,923.41,3
12725,371,1,371.8,2
12726,28,7,2411.1,0
12727,11,7,3440.7,1
12728,71,4,728.33,0
12729,114,1,417.01,2
12731,24,12,18751.91,1
12732,180,1,218.26000000000002,2
12733,234,1,383.95,2
12734,353,1,110.39999999999999,2
12735,315,2,689.5699999999999,2
12736,333,1,144.0,2
12738,372,1,137.35,2
12739,99,1,975.54,2
12740,64,1,427.6,2
12743,134,2,546.43,2
12744,56,4,8805.39,0
12747,2,11,4196.01,1
12748,1,206,32202.12,1
12749,4,5,4040.88,1
12750,129,1,275.88,2
12752,81,1,4366.78,0
12753,23,6,21429.39,1
12754,236,3,1536.1799999999998,0
12755,281,1,17.549999999999997,2
12756,87,1,112.07999999999998,2
12757,16,9,4199.2,1
12758,117,2,2791.59,0
12759,52,3,1411.44,0
12762,8,2,1702.52,3
12763,138,2,494.08,2
12764,317,1,1693.88,2
12766,4,7,6457.63,1
12769,239,1,1143.6,2
12770,211,1,1351.45,2
12772,60,1,752.47,2
12775,17,5,1281.04,0
12778,20,6,693.23,0
12779,38,8,3981.36,1
12781,64,2,786.74,0
12782,5,5,1938.92,1
12783,2,4,1295.87,3
12784,15,1,518.42,3
12785,364,1,255.95,2
12787,10,3,418.66,3
12789,65,1,36.9,2
12790,192,1,294.92,2
12791,374,1,177.60000000000002,2
12792,257,1,344.53999999999996,2
12793,335,2,461.48,2
12794,53,2,860.41,0
12795,19,1,318.48,3
12797,366,1,226.03,2
12798,171,1,984.9599999999999,2
12802,187,1,397.58,2
12808,37,3,455.65000000000003,3
12809,178,1,405.31,2
12811,262,2,458.85,2
12812,45,1,229.64000000000001,2
12814,102,1,85.92,2
12815,148,2,863.46,2
12816,96,2,412.25,2
12817,281,1,126.03999999999999,2
12818,262,1,1182.0800000000002,2
12820,3,4,942.34,3
12821,214,1,92.72,2
12822,71,2,948.88,0
12823,75,5,1759.5,0
12824,60,1,397.12,2
12826,3,7,1474.72,1
12827,6,3,430.15000000000003,3
12828,3,6,1018.71,1
12829,337,2,213.1,2
12830,38,5,4536.56,0
12831,262,1,215.05,2
12832,32,2,383.03,3
12833,145,1,417.38,2
12834,283,1,312.38,2
12836,59,4,2612.86,0
12837,173,1,134.1,2
12838,34,2,683.13,3
12839,3,14,5591.42,1
12840,144,4,2726.77,0
12841,5,25,4022.35,1
12842,70,2,1053.99,0
12843,66,8,1702.26,0
12844,29,2,325.96000000000004,3
12845,267,4,354.09,2
12847,22,1,871.54,3
12849,31,2,1033.25,0
12851,97,1,135.18,2
12852,295,1,311.55,2
12853,135,6,1957.1000000000001,0
12854,79,3,1324.5,0
12855,373,1,38.1,2
12856,8,6,2179.93,1
12857,211,2,1106.4,0
12863,52,1,521.2,2
12864,138,1,147.12,2
12865,26,2,1568.23,0
12866,283,1,499.12,2
12867,26,7,4036.82,1
12868,186,6,1607.0600000000002,0
12871,84,2,380.64,2
12872,327,2,599.97,2
12873,282,1,374.0,2
12875,143,1,49.470000000000006,2
12876,58,2,2053.02,0
12877,4,12,1535.77,1
12878,236,2,854.99,2
12879,45,3,573.22,0
12881,276,1,103.0,2
12882,9,2,1463.04,3
12883,25,4,703.47,0
12884,88,1,139.05,2
12885,63,3,1175.22,0
12886,68,2,1378.4,0
12888,214,2,354.12,2
12890,24,1,380.46999999999997,3
12891,186,2,127.0,2
12893,31,1,188.14,3
12895,42,2,372.8,3
12897,205,2,216.5,2
12901,10,23,8874.68,1
12902,265,1,138.68,2
12904,18,2,509.58,3
12906,12,5,2919.81,1
12909,40,5,1723.67,0
12910,23,8,3075.04,1
12912,3,5,1662.3,1
12913,5,5,2483.63,1
12915,149,2,363.65,2
12916,139,4,3006.15,0
12917,128,1,594.0,2
12919,8,6,1335.19,1
12920,17,1,164.23,3
12921,9,37,16587.09,1
12922,161,1,405.38,2
12923,64,1,175.72,2
12924,88,4,925.75,0
12925,5,2,694.05,3
12928,35,5,2062.7000000000003,0
12929,312,1,117.85,2
12930,78,2,415.8,2
12931,22,15,29702.12,1
12933,24,3,607.53,3
12935,2,7,2160.7,1
12936,17,4,1063.9,0
12937,15,4,1504.27,0
12938,26,1,114.14,3
12939,64,8,11581.8,1
12940,55,2,913.54,0
12942,131,3,683.9,0
12944,36,2,604.51,3
12945,288,1,462.95,2
12947,144,6,1473.99,0
12948,16,7,2064.95,1
12949,31,8,4167.22,1
12950,2,3,1843.0,3
12951,9,6,1064.07,1
12952,6,4,1387.79,3
12953,10,1,329.85,3
12955,1,11,4757.16,1
12956,306,1,108.07,2
12957,10,8,4017.54,1
12962,7,2,266.39,3
12963,8,8,1856.63,1
12965,89,1,771.91,2
12966,10,1,160.18,3
12967,358,2,1660.9,0
12968,112,1,135.95,2
12970,7,4,452.24,3
12971,4,86,10739.91,1
12974,198,1,144.8,2
12976,212,1,738.6,2
12977,156,1,39.239999999999995,2
12980,177,7,2412.0,0
12981,30,2,372.21999999999997,3
12982,243,1,390.54,2
12984,19,1,97.5,3
12985,1,2,1239.38,3
12987,74,2,508.75,2
12988,292,1,535.32,2
12989,3,14,6114.110000000001,1
12990,31,3,409.5,3
12991,23,2,503.76,3
12993,23,4,414.76,3
12994,4,3,974.4200000000001,3
12995,85,1,211.32,2
12997,22,4,1226.89,0
12999,196,3,455.88,2
13000,107,3,534.85,0
13001,4,13,9818.82,1
13002,318,1,120.94999999999999,2
13003,106,3,149.05,2
13004,12,18,5655.91,1
13005,174,2,513.7,2
13006,56,1,81.57,2
13008,323,1,229.46999999999997,2
13011,372,1,50.550000000000004,2
13012,9,8,1661.8400000000001,1
13013,1,13,4810.9400000000005,1
13014,11,10,3466.2799999999997,1
13015,53,5,3051.28,0
13016,73,3,789.89,0
13017,7,1,204.0,3
13018,16,28,7277.7,1
13021,4,9,2616.38,1
13023,64,2,599.9,0
13026,1,5,975.36,1
13027,114,6,2208.0,0
13028,23,2,661.3199999999999,3
13029,31,3,1247.5,0
13030,11,2,799.48,3
13032,52,2,1010.18,0
13033,357,1,190.55,2
13034,55,2,642.77,0
13035,74,2,921.88,0
13037,138,3,881.07,0
13038,80,3,908.46,0
13040,9,2,676.99,3
13043,273,1,516.42,2
13044,291,1,560.47,2
13045,99,1,305.28000000000003,2
13046,31,2,544.3100000000001,3
13047,57,9,3232.59,0
13048,14,4,1835.91,0
13049,64,2,656.6800000000001,0
13050,15,17,5793.16,1
13052,212,1,348.15000000000003,2
13055,78,3,1214.41,0
13058,25,3,271.40000000000003,3
13059,250,1,183.4,2
13060,254,1,307.53,2
13061,72,1,248.61,2
13062,191,1,346.98,2
13064,13,4,1119.49,0
13065,373,1,205.86,2
13066,24,2,470.8,3
13067,82,1,115.46000000000001,2
13068,10,2,344.0,3
13069,1,24,4191.32,1
13070,192,1,228.8,2
13072,267,1,177.15,2
13075,130,1,919.61,2
13077,1,4,729.27,3
13078,3,26,12627.94,1
13079,4,5,220.10000000000002,3
13080,179,1,58.08,2
13081,12,11,28337.38,1
13082,126,9,2244.43,0
13083,4,2,303.75,3
13085,158,2,416.08000000000004,2
13089,3,95,58286.58,1
13090,9,13,8895.82,1
13091,28,1,345.82,3
13092,71,5,477.83,0
13093,276,8,7832.47,0
13094,21,12,1927.3200000000002,1
13095,71,1,74.39999999999999,2
13097,33,10,6010.42,1
13098,1,28,28882.44,1
13099,99,1,207.35999999999999,2
13101,234,1,101.19,2
13102,1,24,6424.09,1
13103,40,1,243.94,2
13104,3,6,1098.48,1
13106,133,1,76.5,2
13107,44,4,1531.6200000000001,0
13108,373,1,350.06,2
13109,60,2,786.54,0
13110,31,7,1488.67,0
13113,1,24,12245.960000000001,1
13115,12,4,2214.88,0
13116,138,1,501.14,2
13117,22,8,948.96,0
13118,20,5,1197.81,0
13120,239,1,30.599999999999998,2
13121,269,1,283.73,2
13122,94,2,922.39,0
13124,90,3,3830.38,0
13126,5,8,2099.64,1
13127,78,1,259.17,2
13130,94,1,64.0,2
13131,23,3,1073.3,0
13132,262,1,77.3,2
13133,274,2,109.8,2
13134,86,4,1793.58,0
13136,56,5,2607.61,0
13137,11,8,3650.41,1
13138,22,6,962.39,0
13139,16,7,5064.94,1
13140,108,3,423.72,2
13141,85,5,2388.75,0
13142,19,1,307.09,3
13144,333,1,110.95,2
13145,40,3,323.52000000000004,3
13146,26,1,228.91,3
13147,10,4,712.8000000000001,3
13148,29,12,3707.12,1
13149,14,4,1676.06,0
13151,296,1,1257.8700000000001,2
13153,6,1,486.22,3
13155,33,4,971.76,0
13157,49,4,1741.22,0
13158,95,4,1201.06,0
13159,9,4,1437.85,0
13160,22,1,91.8,3
13161,313,1,112.75,2
13162,122,4,1688.29,0
13165,46,2,1021.48,0
13166,283,1,417.2,2
13167,19,4,779.33,0
13168,36,4,1319.19,0
13169,64,2,712.88,0
13170,27,1,116.00999999999999,3
13171,22,3,468.41,3
13173,4,2,353.65,3
13174,16,3,2763.08,0
13176,46,1,492.84,3
13177,65,1,282.45,2
13178,26,11,5725.47,1
13182,45,1,121.18,2
13183,8,9,3957.78,1
13184,15,10,1700.29,1
13185,268,1,71.4,2
13186,40,3,1575.89,0
13187,337,1,236.02,2
13188,11,1,114.60000000000001,3
13189,19,2,260.68,3
13192,95,2,911.94,0
13193,61,1,117.88,2
13194,136,1,60.7,2
13196,11,4,1757.83,0
13198,10,6,3321.34,1
13199,4,37,9802.12,1
13200,19,4,870.09,0
13203,10,4,829.51,3
13207,15,2,250.26000000000002,3
13208,59,5,1199.42,0
13209,30,8,5891.61,1
13210,94,1,353.48,2
13211,10,3,1197.42,3
13212,20,3,788.08,3
13213,57,5,1520.58,0
13216,268,1,333.74,2
13217,122,3,533.98,0
13218,127,1,62.63999999999999,2
13220,78,4,819.2900000000001,0
13221,240,2,844.86,2
13223,200,2,163.20000000000002,2
13224,60,2,2152.95,0
13225,3,7,6463.84,1
13226,273,1,108.21000000000001,2
13227,202,1,257.7,2
13228,81,1,358.0,2
13229,226,1,160.95,2
13230,4,14,2806.97,1
13232,13,7,1357.0,1
13233,74,2,605.12,2
13235,212,1,1031.07,2
13236,25,2,744.85,3
13238,17,4,700.73,3
13239,262,1,329.56,2
13240,96,4,648.7,0
13242,112,3,270.40000000000003,2
13243,203,1,600.07,2
13244,93,1,121.74000000000001,2
13245,51,1,430.5,2
13246,18,6,1987.3,0
13247,18,4,501.12,3
13248,125,2,465.68,2
13249,92,3,711.41,0
13253,157,2,1030.4,0
13255,9,2,399.51,3
13258,12,3,698.58,3
13259,62,1,292.32,2
13260,61,1,557.62,2
13261,269,2,944.1,2
13262,263,1,200.29,2
13263,1,34,7428.85,1
13265,53,5,2107.66,0
13266,11,12,3754.36,1
13267,3,19,4521.49,1
13268,18,10,3152.7,1
13269,1,15,5346.2300000000005,1
13270,366,1,590.0,2
13271,37,1,217.38,3
13272,31,2,276.56,3
13273,113,1,138.98,2
13276,64,2,590.9300000000001,0
13277,16,4,258.4,3
13278,41,1,542.73,3
13279,78,1,137.75,2
13280,122,3,814.86,0
13282,18,3,1132.14,0
13283,60,2,93.66,2
13284,331,1,201.19,2
13285,23,4,2709.12,0
13291,156,1,361.11,2
13292,39,2,578.9399999999999,3
13294,190,2,873.74,2
13295,360,1,201.20000000000002,2
13296,137,1,87.4,2
13297,8,4,2089.85,0
13298,1,1,360.0,3
13299,268,1,142.5,2
13300,169,1,371.89,2
13301,104,4,600.19,0
13302,155,1,63.75,2
13304,351,1,300.42,2
13305,4,10,2000.86,1
13307,120,1,15.0,2
13308,23,3,1385.51,0
13309,7,5,1456.79,1
13310,28,3,1132.03,0
13311,4,2,598.57,3
13313,22,5,1555.32,0
13314,2,3,775.94,3
13316,37,4,5243.33,0
13317,66,6,2273.68,0
13318,1,3,640.76,3
13319,5,26,10845.550000000001,1
13320,78,4,1548.7,0
13321,72,2,567.36,2
13322,17,1,199.48000000000002,3
13323,3,5,787.85,3
13324,36,10,7121.95,1
13325,82,1,675.3,2
13327,39,8,3627.77,1
13328,316,1,1308.48,2
13329,32,2,789.0,3
13330,93,3,1140.93,0
13332,14,1,350.9,3
13334,82,3,3536.82,0
13336,77,1,795.12,2
13338,158,1,437.02,2
13339,201,1,860.12,2
13340,45,7,10321.76,1
13341,261,1,775.85,2
13343,178,1,303.43,2
13344,68,3,2253.7200000000003,0
13345,288,1,339.5,2
13347,70,1,291.36,2
13348,64,1,233.76,2
13349,11,1,197.32,3
13350,16,2,829.17,3
13351,66,1,323.94,2
13352,60,1,347.97999999999996,2
13354,71,1,743.53,2
13355,122,1,674.7,2
13356,80,1,768.24,2
13357,257,1,609.95,2
13358,269,1,389.03,2
13359,64,1,389.56,2
13362,9,4,3090.7400000000002,1
13363,18,2,892.5,3
13364,71,1,134.95999999999998,2
13365,34,2,2225.37,0
13366,50,1,56.160000000000004,2
13368,257,2,573.4,2
13369,366,1,258.28000000000003,2
13370,372,1,754.87,2
13372,90,1,328.64,2
13373,61,3,3312.25,0
13375,89,1,778.65,2
13376,99,3,869.76,0
13379,26,3,572.56,3
13381,32,6,3639.31,0
13382,281,1,222.99,2
13384,31,7,4151.93,1
13385,330,1,534.57,2
13388,131,2,627.15,2
13389,11,3,797.96,3
13390,75,1,544.08,2
13391,204,1,59.8,2
13394,2,8,2520.02,1
13395,185,1,307.72,2
13396,29,2,1360.99,0
13397,73,5,1544.13,0
13398,192,1,457.34,2
13402,127,2,621.23,2
13403,18,1,75.0,3
13404,1,2,252.49,3
13405,204,2,557.45,2
13408,2,62,27977.24,1
13410,24,5,1003.06,0
13411,107,1,213.55,2
13414,134,2,568.5,2
13416,44,2,712.5,0
13417,5,2,640.83,3
13418,12,18,5877.43,1
13419,64,1,221.06,2
13420,150,2,159.85,2
13421,40,2,1840.58,0
13422,64,1,2626.3,0
13425,108,3,1624.21,0
13426,1,10,3641.32,1
13427,19,3,582.6,3
13428,10,1,218.47,3
13429,11,4,1006.8,3
13430,19,2,679.45,3
13431,67,2,1269.1,0
13434,74,2,534.24,2
13435,5,7,3809.8900000000003,1
13436,2,1,196.89,3
13437,14,7,3368.11,1
13439,255,1,283.71,2
13441,92,1,296.64,2
13447,23,3,1129.14,0
13448,17,6,3539.37,1
13449,24,1,291.88,3
13450,27,6,2043.7199999999998,0
13451,26,5,2976.15,0
13453,166,2,356.97999999999996,2
13455,25,2,1058.34,3
13456,18,6,1766.72,0
13458,7,14,9646.57,1
13460,29,2,183.44,3
13461,39,3,1445.0,0
13462,253,1,151.5,2
13464,58,1,674.68,2
13466,184,1,307.9,2
13467,11,2,1083.71,3
13468,2,37,5704.97,1
13470,99,2,165.0,2
13471,1,4,2531.58,1
13473,61,2,422.64,2
13474,236,1,229.59,2
13475,191,4,1431.78,0
13476,179,2,988.47,2
13477,38,6,1454.58,0
13479,201,2,300.95,2
13481,46,5,1804.56,0
13482,232,1,184.64,2
13483,66,1,140.34,2
13484,241,1,313.8,2
13485,233,1,454.24,2
13486,78,3,1122.41,0
13487,58,3,575.4,0
13488,17,13,8918.36,1
13489,105,4,449.52,0
13491,52,10,1215.82,0
13492,136,3,1269.84,0
13493,275,2,498.63,2
13494,312,1,316.26000000000005,2
13495,8,5,2044.8700000000001,1
13496,11,2,653.33,3
13497,283,2,348.05,2
13499,18,5,1159.11,0
13500,23,3,1166.77,0
13501,288,1,1340.32,2
13502,17,3,292.0,3
13503,71,1,216.85,2
13504,64,1,295.93,2
13505,73,4,3633.63,0
13506,316,2,458.52,2
13507,3,4,2479.16,1
13508,244,1,110.97,2
13509,9,6,964.72,0
13510,1,4,1791.56,1
13512,261,1,251.21,2
13513,127,1,205.1,2
13514,74,1,152.20000000000002,2
13515,73,4,891.12,0
13516,21,3,1389.41,0
13517,60,3,2128.42,0
13518,86,1,659.4399999999999,2
13519,78,1,122.75,2
13520,59,6,2984.35,0
13521,1,3,1092.39,3
13522,30,1,125.80000000000001,3
13523,33,5,3634.88,0
13524,41,5,680.1800000000001,0
13525,15,2,628.78,3
13527,34,7,2287.51,0
13529,79,2,307.76,2
13531,205,2,483.8,2
13532,34,1,210.31,3
13533,183,3,270.79,2
13534,2,25,5870.08,1
13536,1,7,3448.29,1
13538,43,7,1280.85,0
13539,86,3,631.34,0
13544,40,2,291.41,3
13546,12,3,626.99,3
13548,96,2,682.41,2
13549,26,7,918.2,0
13551,319,1,91.80000000000001,2
13552,66,12,3740.07,1
13555,74,4,4149.28,0
13557,28,2,584.06,3
13558,6,4,605.06,3
13560,7,1,174.37,3
13561,216,1,141.85999999999999,2
13562,82,3,1799.33,0
13563,84,2,527.53,2
13564,354,2,1198.38,2
13565,19,2,240.22,3
13566,41,2,874.71,0
13568,173,1,192.85,2
13569,17,2,372.25,3
13570,243,1,239.49,2
13571,13,12,2092.32,1
13572,206,1,1384.25,2
13573,50,2,294.4,2
13575,23,5,732.0699999999999,0
13576,10,18,6717.34,1
13577,25,4,1687.6000000000001,0
13579,15,2,467.04,3
13581,309,1,118.0,2
13583,156,1,781.03,2
13584,307,1,142.4,2
13587,64,1,712.4,2
13588,16,9,2478.95,1
13589,15,2,379.65,3
13590,11,6,1981.92,1
13591,65,3,1117.13,0
13592,36,4,247.95999999999998,3
13593,108,5,2037.0800000000002,0
13594,53,1,396.97,2
13596,6,2,697.04,3
13598,47,1,180.17000000000002,2
13599,1,21,5033.82,1
13600,312,1,219.52,2
13601,45,2,693.32,0
13602,65,1,428.89,2
13603,26,1,164.34,3
13606,29,3,280.53999999999996,3
13607,40,1,678.01,3
13610,12,7,1131.88,1
13611,89,3,1171.8,0
13614,24,4,1610.46,0
13615,319,1,417.69,2
13617,40,3,544.18,0
13618,174,1,177.34,2
13621,117,1,213.85,2
13623,31,5,747.78,0
13626,253,1,257.23,2
13627,59,5,1638.47,0
13629,23,11,7792.36,1
13630,5,7,2031.78,1
13631,100,11,3070.42,0
13632,25,5,2121.27,0
13634,33,5,1575.16,0
13635,68,1,1071.03,2
13636,37,5,949.12,0
13637,52,3,809.25,0
13638,16,1,122.64,3
13639,74,1,1033.34,2
13642,216,1,354.8,2
13643,31,3,519.44,3
13644,16,4,2624.26,0
13645,120,1,252.1,2
13647,10,4,1678.1200000000001,0
13649,257,2,346.6,2
13650,17,6,1836.34,0
13651,40,1,79.2,2
13652,46,3,1095.08,0
13654,43,6,2707.33,0
13655,114,2,932.97,0
13656,165,2,379.65,2
13657,11,2,382.14,3
13658,10,5,2472.17,1
13659,206,2,1472.25,0
13662,86,3,897.76,0
13663,179,1,189.47,2
13666,60,3,84.65,2
13667,149,1,305.02,2
13668,3,21,6363.59,1
13669,51,2,218.55,2
13670,75,1,349.7,2
13672,301,2,186.39000000000001,2
13673,19,2,396.92,3
13675,151,2,486.82000000000005,2
13678,152,1,232.6,2
13680,1,4,3722.42,1
13681,18,4,827.83,0
13682,187,1,59.5,2
13684,286,1,67.23,2
13685,3,6,1481.44,1
13686,183,1,72.0,2
13689,63,1,910.0,2
13690,59,1,172.25,2
13692,25,3,1452.3700000000001,0
13694,4,49,63513.22,1
13695,31,15,2504.13,1
13697,39,1,151.29999999999998,2
13699,155,1,308.58000000000004,2
13700,26,10,2265.12,1
13703,318,1,99.5,2
13704,5,9,2308.06,1
13705,8,3,546.86,3
13706,303,1,330.79,2
13707,267,2,770.46,2
13708,271,1,294.88,2
